,Requested Pick Up Time,# of Pass-engers,Pick Up Location,Drop Off Location,Cancellation Time,Pickup Time,Drop Off Time,Wait Time (min),Passenger Canceled?,Cancellation Message,lat,long
10,2/10/19 20:57,1,"2414 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","UWM Klotsche Center & Pavilion, 3409 N Downer Ave., Milwaukee, Wisconsin, United States, 53211",,2/10/19 21:11,2/10/19 21:17,13.0,no,,43.0617758,-87.8876461
11,2/10/19 20:58,1,"3323 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,2/10/19 20:58,,,,yes,I've had a change in my plans,43.078176,-87.889358
12,2/10/19 20:58,1,"3334 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2857 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 21:20,2/10/19 21:25,22.0,no,,43.078426,-87.887385
13,2/10/19 20:58,1,"4540 North Wilson Drive, Milwaukee, Wisconsin 53211, United States",Union South,,2/10/19 21:29,2/10/19 21:38,31.0,no,,43.0994508,-87.9020929
14,2/10/19 20:59,1,Union South,Kane and Arlington,,2/10/19 20:59,2/10/19 21:12,0.0,no,,43.0719999,-89.40764639999999
15,2/10/19 21:00,1,"2612 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Klotsche,2/10/19 21:00,,,,yes,It took too long to receive my ETA,43.0663463,-87.8826672
16,2/10/19 21:01,1,"3869 North Humboldt Boulevard, Milwaukee, Wisconsin 53212, United States",USR Parking,,2/10/19 21:26,2/10/19 21:30,25.0,no,,43.0876751,-87.8988064
17,2/10/19 21:01,1,Metro Market Shorewood,Sandburg,2/10/19 21:02,,,,yes,I've had a change in my plans,43.091364,-87.8876221
18,2/10/19 21:01,1,Union South,"2233 North Summit Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 21:03,2/10/19 21:17,1.0,no,,43.0719999,-89.40764639999999
19,2/10/19 21:07,1,Union North,"2576 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 21:11,2/10/19 21:15,4.0,no,,41.477562,-86.3048487
20,2/10/19 21:08,1,Noodles & Company,Cambridge Commons,2/10/19 21:08,,,,yes,I'm not ready to go,37.6824618,-97.2466022
21,2/10/19 21:08,2,"3101 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,,2/10/19 21:14,2/10/19 21:28,5.0,no,,43.074808,-87.88945600000001
22,2/10/19 21:11,1,"3403 North Dousman Street, Milwaukee, Wisconsin 53212, United States",CVSÛÒBrady,2/10/19 21:13,,,,yes,I've had a change in my plans,43.08022709999999,-87.8966025
23,2/10/19 21:11,1,Library,"3114 North Bartlett Avenue, Milwaukee, Wisconsin",,2/10/19 21:20,2/10/19 21:23,9.0,no,,37.0337324,-95.6201243
24,2/10/19 21:12,1,"2976 N Cambridge Ave, Milwaukee, WI 53211, USA","2640 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 21:16,2/10/19 21:25,4.0,no,,43.0727133,-87.8912751
25,2/10/19 21:13,2,"2835 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/10/19 21:28,2/10/19 21:32,15.0,no,,43.07029130000001,-87.8857432
26,2/10/19 21:15,1,Noodles & Company,Cambridge Commons,,2/10/19 21:20,2/10/19 21:28,5.0,no,,37.6824618,-97.2466022
27,2/10/19 21:15,1,Fresh Fin,"2735 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 21:28,2/10/19 21:32,12.0,no,,43.06033499999999,-87.887613
28,2/10/19 21:17,1,Starbucks - Downer,Cambridge Commons,2/10/19 21:17,,,,yes,I'm not ready to go,43.065046,-87.878266
29,2/10/19 21:17,1,"2612 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Klotsche,,2/10/19 21:19,2/10/19 21:23,1.0,no,,43.0663463,-87.8826672
30,2/10/19 21:17,1,"3495 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",EMS Parking,2/10/19 21:29,,,,yes,It took too long to receive my ETA,43.0816463,-87.88806600000001
31,2/10/19 21:17,1,Library,"2843 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/10/19 21:23,,,,yes,It took too long to receive my ETA,37.0337324,-95.6201243
32,2/10/19 21:19,1,"3025 N Humboldt Boulevard, Milwaukee, Wisconsin 53212, United States",Sandburg,,2/10/19 21:42,2/10/19 21:49,22.0,no,,43.0735277,-87.8980936
33,2/10/19 21:19,1,"2944 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","3463 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 21:47,2/10/19 21:54,27.0,no,,43.072016,-87.882575
34,2/10/19 21:20,2,Sandburg,"2313 East Linnwood Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 21:51,2/10/19 21:57,31.0,no,,41.6495472,-87.8550727
35,2/10/19 21:20,1,"3403 North Dousman Street, Milwaukee, Wisconsin 53212, United States",CVSÛÒBrady,,2/10/19 21:49,2/10/19 21:57,28.0,no,,43.08022709999999,-87.8966025
36,2/10/19 21:20,1,WalgreensÛÒOakland,"3046 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",2/10/19 21:27,,,,yes,Wait time is too long,,
37,2/10/19 21:21,1,Union South,Pick n Save,,2/10/19 21:33,2/10/19 21:38,11.0,no,,43.0719999,-89.40764639999999
38,2/10/19 21:21,1,Starbucks - Downer,Cambridge Commons,2/10/19 21:57,,,,yes,I'm not ready to go,43.065046,-87.878266
39,2/10/19 21:23,1,Library,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/10/19 22:12,2/10/19 22:16,49.0,no,,37.0337324,-95.6201243
40,2/10/19 21:23,1,"1928 East Belleview Place, Milwaukee, Wisconsin 53211, United States","3028 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 21:48,2/10/19 21:51,24.0,no,,43.0663582,-87.885739
41,2/10/19 21:24,1,Library,"2843 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/10/19 21:26,,,,yes,Wait time is too long,37.0337324,-95.6201243
42,2/10/19 21:24,1,"2971 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,,2/10/19 21:55,2/10/19 22:06,30.0,no,,43.072525,-87.883335
43,2/10/19 21:27,1,"3323 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,2/10/19 21:31,,,,yes,It took too long to receive my ETA,43.078176,-87.889358
44,2/10/19 21:27,2,"2605 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States","2753 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/10/19 21:59,2/10/19 22:02,32.0,no,,43.0662953,-87.8807325
45,2/10/19 21:30,1,"3495 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",EMS Parking,2/10/19 21:59,,,,no,No show,43.0816463,-87.88806600000001
46,2/10/19 21:30,1,"2858 North Murray Avenue, Milwaukee, Wisconsin 53211, United States","3356 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 22:05,2/10/19 22:09,35.0,no,,43.0707639,-87.885092
47,2/10/19 21:31,1,"1816 East Kane Place, Milwaukee, Wisconsin 53202, United States",Klotsche,2/10/19 21:32,,,,yes,Wait time is too long,43.0544318,-87.8882265
48,2/10/19 21:32,1,"1717 East Newton Avenue, Milwaukee, Wisconsin 53211, United States","2011 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/10/19 22:13,2/10/19 22:19,40.0,no,,43.0848362,-87.8880755
49,2/10/19 21:35,1,"2518 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",WalgreensÛÒOakland,,2/10/19 22:02,2/10/19 22:05,27.0,no,,43.06423969999999,-87.8815109
50,2/10/19 21:35,1,Sandburg,"3558 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/10/19 21:39,,,,yes,I'm not ready to go,41.6495472,-87.8550727
51,2/10/19 21:36,1,Thainamite,Cambridge Commons,2/10/19 21:54,,,,yes,I'm not ready to go,43.0530799,-87.8997799
52,2/10/19 21:37,1,"2976 North Cambridge Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/10/19 22:04,2/10/19 22:08,27.0,no,,43.0727133,-87.8912751
53,2/10/19 21:38,1,"3055 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","3036 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 22:19,2/10/19 22:19,41.0,no,,43.0741798,-87.8881881
54,2/10/19 21:39,1,Sandburg,"3558 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/10/19 22:11,2/10/19 22:14,32.0,no,,41.6495472,-87.8550727
55,2/10/19 21:40,2,Pick n Save,"2743 North Cramer Street, Milwaukee, Wisconsin 53211, United States",,2/10/19 21:59,2/10/19 22:04,19.0,no,,43.0593907,-87.89707059999999
56,2/10/19 21:42,1,Union North,"3416 North Dousman Street, Milwaukee, Wisconsin 53212, United States",,2/10/19 21:45,2/10/19 21:54,3.0,no,,41.477562,-86.3048487
57,2/10/19 21:42,1,"3560 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2505 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/10/19 22:13,2/10/19 22:22,31.0,no,,43.0832962,-87.8873064
58,2/10/19 21:44,2,Sandburg,"The Park at 1824, 1824 E Park Pl, Milwaukee, Wisconsin 53211, United States",,2/10/19 22:12,2/10/19 22:22,28.0,no,,41.6495472,-87.8550727
59,2/10/19 21:46,1,CVSÛÒBrady,Cambridge Commons,,2/10/19 22:11,2/10/19 22:16,25.0,no,,,
60,2/10/19 21:46,1,Arch Court,"2632 North Prospect Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 22:22,2/10/19 22:25,35.0,no,,40.4570049,-80.00896259999999
61,2/10/19 21:47,2,"3069 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","621 E Brady St, Milwaukee, WI 53202, USA",,2/10/19 22:08,2/10/19 22:22,20.0,no,,43.0744458,-87.8882265
62,2/10/19 21:48,1,"3551 N Oakland Ave, Shorewood, WI 53211, USA","2443 N Pierce St, Milwaukee, WI 53212, USA",,2/10/19 22:08,2/10/19 22:28,19.0,no,,43.08302219999999,-87.8878323
63,2/10/19 21:50,1,"3975 North Cramer Street, Milwaukee, Wisconsin 53211, United States",Sandburg,2/10/19 21:53,,,,yes,I'm not ready to go,43.0889669,-87.8865957
64,2/10/19 21:55,2,"2480 N Oakland Ave, Milwaukee, WI 53211, USA","2950 N Oakland Ave, Milwaukee, WI 53211, USA",,2/10/19 22:28,2/10/19 22:30,32.0,no,,43.06302669999999,-87.8876514
65,2/10/19 22:00,1,Klotsche,"3228 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 22:24,2/10/19 22:27,23.0,no,,43.0803017,-87.87960439999999
66,2/10/19 22:01,1,"3495 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",EMS Parking,,2/10/19 22:24,2/10/19 22:30,22.0,no,,43.0816463,-87.88806600000001
67,2/10/19 22:03,1,Thainamite,Cambridge Commons,2/10/19 22:12,,,,yes,I'm not ready to go,43.0530799,-87.8997799
68,2/10/19 22:04,1,"2953 North Downer Avenue, Milwaukee, Wisconsin","1704 East Locust Street, Milwaukee, Wisconsin 53211, United States",,2/10/19 22:20,2/10/19 22:25,16.0,no,,43.0721658,-87.8781954
69,2/10/19 22:05,1,"3495 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",EMS Parking,2/10/19 22:07,,,,yes,I've had a change in my plans,43.0816463,-87.88806600000001
70,2/10/19 22:05,1,Sandburg,"3044 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",2/10/19 22:06,,,,yes,I'm not ready to go,41.6495472,-87.8550727
71,2/10/19 22:07,1,"3355 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2222 East Belleview Place, Milwaukee, Wisconsin 53211, United States",,2/10/19 22:28,2/10/19 22:34,20.0,no,,43.0787971,-87.8881286
72,2/10/19 22:07,1,Cambridge Commons,"2605 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",2/10/19 22:07,,,,yes,I'm not ready to go,42.3820947,-71.11949899999999
73,2/10/19 22:07,1,Sandburg,"3044 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",2/10/19 22:12,,,,yes,I'm not ready to go,41.6495472,-87.8550727
74,2/10/19 22:11,1,"2844 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/10/19 22:31,2/10/19 22:35,20.0,no,,43.070459,-87.88527350000001
75,2/10/19 22:13,1,Blaze Pizza,"2954 North Bremen Street, Milwaukee, Wisconsin 53212, United States",,2/10/19 22:31,2/10/19 22:34,17.0,no,,37.731698,-97.2062677
76,2/10/19 22:14,1,Cambridge Commons,"2605 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 22:35,2/10/19 22:42,20.0,no,,42.3820947,-71.11949899999999
77,2/10/19 22:14,1,"2619 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",7-Eleven - Oakland,,2/10/19 22:44,2/10/19 22:48,29.0,no,,43.0665921,-87.8857545
78,2/10/19 22:16,1,Cambridge Commons,"2605 n. prospect, Milwaukee, Wisconsin 53211, United States",,2/10/19 22:41,2/10/19 22:49,24.0,no,,42.3820947,-71.11949899999999
79,2/10/19 22:17,1,"1706 East Belleview Place, Milwaukee, Wisconsin 53211, United States","2935 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 22:26,2/10/19 22:29,8.0,no,,43.06635199999999,-87.888921
80,2/10/19 22:25,2,Sandburg,"2570 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/10/19 22:26,,,,yes,I'm not ready to go,41.6495472,-87.8550727
81,2/10/19 22:26,1,"3039 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",Cambridge Commons,,2/10/19 22:45,2/10/19 22:54,19.0,no,,43.0737482,-87.8831462
82,2/10/19 22:27,2,Sandburg,Walmart,,2/10/19 22:40,2/10/19 22:51,12.0,no,,41.6495472,-87.8550727
83,2/10/19 22:28,1,Arch Court,"1824 E Park Pl, Milwaukee, WI 53211, USA",,2/10/19 22:37,2/10/19 22:40,9.0,no,,40.4570049,-80.00896259999999
84,2/10/19 22:29,1,Sandburg,"2605 North Frederick Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 22:38,2/10/19 22:43,9.0,no,,41.6495472,-87.8550727
85,2/10/19 22:31,1,Klotsche,"2612 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 22:40,2/10/19 22:46,9.0,no,,43.0803017,-87.87960439999999
86,2/10/19 22:31,1,EMS Parking,"3495 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 22:53,2/10/19 22:56,21.0,no,,43.0759943,-87.8859982
87,2/10/19 22:32,1,Metro Market Shorewood,Sandburg,2/10/19 22:33,,,,yes,I'm not ready to go,43.091364,-87.8876221
88,2/10/19 22:32,1,EMS Parking,"3495 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/10/19 22:59,,,,no,No show,43.0759943,-87.8859982
89,2/10/19 22:33,1,"932 E Wright St, Milwaukee, WI 53212, USA","2853 N Booth St, Milwaukee, WI 53212, USA",2/10/19 22:35,,,,yes,I'm not ready to go,43.0639614,-87.899343
90,2/10/19 22:37,1,"2505 East Bradford Avenue, Milwaukee, Wisconsin 53211, United States","3054 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",2/10/19 22:41,,,,yes,I'm not ready to go,43.063243,-87.87896800000001
91,2/10/19 22:39,1,Metro Market Shorewood,Sandburg,,2/10/19 23:05,2/10/19 23:11,26.0,no,,43.091364,-87.8876221
92,2/10/19 22:39,1,Library,"3012 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 22:59,2/10/19 23:01,20.0,no,,37.0337324,-95.6201243
93,2/10/19 22:39,2,"Ian's Pizza, 2035 E North Ave, Milwaukee, Wisconsin, United States, 53202","3047 North Cramer Street, Milwaukee, Wisconsin 53211, United States",2/10/19 22:40,,,,yes,I've had a change in my plans,43.0599374,-87.884303
94,2/10/19 22:42,1,"2505 East Bradford Avenue, Milwaukee, Wisconsin 53211, United States","3054 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",2/10/19 22:43,,,,yes,I'm not ready to go,43.063243,-87.87896800000001
95,2/10/19 22:43,1,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",Union North,2/10/19 22:43,,,,yes,I'm not ready to go,43.0676692,-87.8871094
96,2/10/19 22:44,1,Klotsche,"1816 East Kane Place, Milwaukee, Wisconsin 53202, United States",,2/10/19 23:01,2/10/19 23:10,17.0,no,,43.0803017,-87.87960439999999
97,2/10/19 22:46,2,Sandburg,"2570 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 22:55,2/10/19 23:00,8.0,no,,41.6495472,-87.8550727
98,2/10/19 22:47,1,"2505 East Bradford Avenue, Milwaukee, Wisconsin 53211, United States","3054 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 23:03,2/10/19 23:06,15.0,no,,43.063243,-87.87896800000001
99,2/10/19 22:48,1,Union South,Brady and Prospect,2/10/19 22:49,,,,no,Admin cancelled ride,43.0719999,-89.40764639999999
100,2/10/19 22:49,1,Library,"1524 East Providence Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 23:09,2/10/19 23:13,19.0,no,,37.0337324,-95.6201243
101,2/10/19 22:50,1,"932 E Wright St, Milwaukee, WI 53212, USA","2861 N Booth St, Milwaukee, WI 53212, USA",,2/10/19 22:58,2/10/19 23:00,7.0,no,,43.0639614,-87.899343
102,2/10/19 22:52,1,"3975 North Cramer Street, Milwaukee, Wisconsin 53211, United States",Sandburg,2/10/19 23:08,,,,yes,I'm not ready to go,43.0889669,-87.8865957
103,2/10/19 22:53,1,Culver's,"2505 East Park Place, Milwaukee, Wisconsin 53211, United States",,2/10/19 23:05,2/10/19 23:15,12.0,no,,37.14071149999999,-94.4740625
104,2/10/19 22:56,1,Lubar,Metro Market Shorewood,2/10/19 23:18,,,,yes,I'm not ready to go,43.07604389999999,-87.8824595
105,2/10/19 22:57,1,Klotsche,"2414 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 23:11,2/10/19 23:18,14.0,no,,43.0803017,-87.87960439999999
106,2/10/19 22:57,1,"3132 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2508 East Belleview Place, Milwaukee, Wisconsin 53211, United States",2/10/19 23:04,,,,yes,I'm not ready to go,43.0754393,-87.8876183
107,2/10/19 22:58,1,"1824 East Park Place, Milwaukee, Wisconsin 53211, United States",Union North,,2/10/19 23:09,2/10/19 23:12,10.0,no,,43.0676692,-87.8871094
108,2/10/19 23:04,1,"1927 East Newberry Boulevard, Milwaukee, Wisconsin 53211, United States",Arch Court,,2/10/19 23:16,2/10/19 23:19,12.0,no,,43.069008,-87.8858089
109,2/10/19 23:05,1,Library,"2953 N Downer Ave, Milwaukee, WI 53211, USA",,2/10/19 23:23,2/10/19 23:25,18.0,no,,37.0337324,-95.6201243
110,2/10/19 23:06,1,Klotsche,"2913 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 23:21,2/10/19 23:24,15.0,no,,43.0803017,-87.87960439999999
111,2/10/19 23:08,1,"2621 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","3400 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",2/10/19 23:08,,,,yes,Accident,43.066643,-87.8833363
112,2/10/19 23:09,2,"2621 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","3400 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 23:13,2/10/19 23:17,4.0,no,,43.066643,-87.8833363
113,2/10/19 23:11,1,"1851 North Oakland Avenue, Milwaukee, Wisconsin 53202, United States",Sandburg,,2/10/19 23:16,2/10/19 23:25,4.0,no,,43.055634,-87.8917534
114,2/10/19 23:14,2,"3975 North Cramer Street, Milwaukee, Wisconsin 53211, United States","2213 East Kenwood Boulevard, Milwaukee, Wisconsin 53211, United States",,2/10/19 23:20,2/10/19 23:25,6.0,no,,43.0889669,-87.8865957
115,2/10/19 23:15,1,"3044 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,2/10/19 23:16,,,,yes,I'm not ready to go,43.07382200000001,-87.8788469
116,2/10/19 23:16,1,"3238 North Newhall Street, Milwaukee, Wisconsin 53211, United States","3134 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 23:22,2/10/19 23:26,6.0,no,,43.076534,-87.889904
117,2/10/19 23:18,1,"2968 N Oakland Ave, Milwaukee, WI 53211, USA","2518 North Farwell Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 23:24,2/10/19 23:29,6.0,no,,43.0725196,-87.88752470000001
118,2/10/19 23:20,2,"2968 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2480 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 23:25,2/10/19 23:27,5.0,no,,43.0725196,-87.88752470000001
119,2/10/19 23:20,1,"2970 North Murray Avenue, Milwaukee, Wisconsin 53211, United States","2565 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 23:28,2/10/19 23:33,8.0,no,,43.07255199999999,-87.885136
120,2/10/19 23:21,1,Library,"3214 North Bartlett Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 23:30,2/10/19 23:32,8.0,no,,37.0337324,-95.6201243
121,2/10/19 23:24,1,"3975 North Cramer Street, Milwaukee, Wisconsin 53211, United States",Sandburg,2/10/19 23:29,,,,yes,I'm not ready to go,43.0889669,-87.8865957
122,2/10/19 23:25,1,Lubar,Metro Market Shorewood,,2/10/19 23:27,2/10/19 23:33,2.0,no,,43.07604389999999,-87.8824595
123,2/10/19 23:29,1,"Walgreens, 2950 N Oakland Ave, Milwaukee, Wisconsin, United States, 53211",Sandburg,,2/10/19 23:33,2/10/19 23:38,4.0,no,,43.0719476,-87.8876894
124,2/10/19 23:29,1,Library,"2314 East Wyoming Place, Milwaukee, Wisconsin 53202, United States",,2/10/19 23:34,2/10/19 23:40,4.0,no,,37.0337324,-95.6201243
125,2/10/19 23:30,1,Klotsche,"2310 East Bradford Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 23:33,2/10/19 23:39,3.0,no,,43.0803017,-87.87960439999999
126,2/10/19 23:30,2,Garland Hall,"4101 N Ardmore Ave, Milwaukee, WI 53211, USA",,2/10/19 23:38,2/10/19 23:43,7.0,no,,39.3273434,-76.62155039999999
127,2/10/19 23:30,1,Union South,"2497 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 23:36,2/10/19 23:41,5.0,no,,43.0719999,-89.40764639999999
128,2/10/19 23:31,1,"3132 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States","2508 East Belleview Place, Milwaukee, Wisconsin 53211, United States",,2/10/19 23:37,2/10/19 23:41,6.0,no,,43.0754393,-87.8876183
129,2/10/19 23:32,1,Sandburg,"2903 North Downer Avenue, Milwaukee, Wisconsin 53211, United States",2/10/19 23:32,,,,yes,Wait time is too long,41.6495472,-87.8550727
130,2/10/19 23:32,1,"3059 North Maryland Avenue, Milwaukee, Wisconsin 53211, United States","3948 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 23:36,2/10/19 23:44,4.0,no,,43.0741106,-87.8833233
131,2/10/19 23:32,1,"3048 North Downer Avenue, Milwaukee, Wisconsin 53211, United States","UWM Golda Meir Library, 2311 E Hartford Ave, Milwaukee, Wisconsin, United States, 53211",2/10/19 23:32,,,,yes,I'm not ready to go,43.0738569,-87.877573
132,2/10/19 23:34,1,NWQ,"3939 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 23:38,2/10/19 23:38,3.0,no,,34.0586446,-118.4130375
133,2/10/19 23:35,1,"3044 North Stowell Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,,2/10/19 23:52,2/10/19 23:55,17.0,no,,43.07382200000001,-87.8788469
134,2/10/19 23:35,1,"2414 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",Sandburg,2/10/19 23:41,,,,yes,I'm not ready to go,43.0617758,-87.8876461
135,2/10/19 23:36,1,"3975 North Cramer Street, Milwaukee, Wisconsin 53211, United States",Sandburg,2/10/19 23:41,,,,yes,I'm not ready to go,43.0889669,-87.8865957
136,2/10/19 23:37,1,"3975 North Cramer Street, Milwaukee, Wisconsin 53211, United States","2466 North Oakland Avenue, Milwaukee, Wisconsin 53211, United States",2/10/19 23:41,,,,yes,I've had a change in my plans,43.0889669,-87.8865957
137,2/10/19 23:39,1,NWQ,"3939 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",,2/10/19 23:40,2/10/19 23:45,1.0,no,,34.0586446,-118.4130375
138,2/10/19 23:40,1,NWQ,"3939 North Murray Avenue, Milwaukee, Wisconsin 53211, United States",2/10/19 23:40,,,,yes,I'm not ready to go,34.0586446,-118.4130375
139,2/10/19 23:45,1,"2112 East Webster Place, Milwaukee, Wisconsin 53211, United States",Cousin's - Brady,2/10/19 23:45,,,,yes,I'm not ready to go,43.0650932,-87.8837502
140,2/10/19 23:48,1,Union South,"2024 North 1st Street, Milwaukee, Wisconsin 53212, United States",,2/10/19 23:50,2/11/19 0:00,1.0,no,,43.0719999,-89.40764639999999
